requester_id	pay	comm	fast	fair	reviews	tos_flags
A1HJLW84GIDPKD	2.5	5	5	5	2	0
A1HJNQCLR1XONL	2.12	3.72	4.42	4.51	52	0
A1HMW5NNL0GJLZ	2.05	1.24	2.26	1.91	25	2
A1HN60FBRYG4JS	3.42	2.95	3.14	4.26	46	0
A1HQDJUVQZ7C6B	3.83	3.5	4.28	4.2	70	0
A1HQIY96CJ744V	4.11	3	4.86	5	9	0
A1HRBZ8X65OECT	1.93	3.67	4.25	4.5	15	0
A1HTO7IFCXJ0VR	5	0	5	5	1	0
A1HTPXGAZGXM4J	3.2	2.97	3.35	3.29	51	0
A1HUXVTLRMMJGF	2.39	2.75	3.52	4.14	35	0
A1HVVKEV2IIV1D	4.75	4.33	5	5	12	0
A1HXI04XPBV40G	2.82	4.67	4.57	5	12	0
A1I0D2AANN8HT	5	5	5	5	2	0
A1I1QVJY5US86U	0	0	0	0	1	0
A1I25WDZBYDOHE	4.8	3	5	5	11	0
A1I26QAPUS1LTK	2.75	3	3	3.67	4	0
A1I2LO4IC03L3C	1	1	1	1	3	0
A1I319MCCNWJVK	2.67	2	1	4	5	0
A1IA05C2P9USFR	3	0	5	5	2	0
A1IDD8FD8BDDKG	2.5	0	5	5	2	0
A1IDYLX4WOK7MC	3.27	3	4.43	3.4	13	0
A1IFMRTRLY6CMX	4.12	3.12	4.36	4.1	45	1
A1IFQZXOE94X2O	0	0	5	5	1	0
A1IG0C7CSKO7IJ	2.64	4	4.43	4	15	2
A1IH4K9RM224NV	3	0	4	5	4	0
A1IHMYWES2H7L	3.38	3.5	4.19	4.06	17	0
A1II6JI9VAX84U	4.29	5	4.33	5	7	0
A1IKT38Y4OUR0G	4.55	5	4.91	5	11	0
A1IS9R06USPB5N	4.2	0	4	4	5	0
A1ITPVFB965TV	1.64	1.13	1.75	1.36	161	0
A1IVKUGNKUI9FZ	4.6	3.86	5	5	11	0
A1IXGN6BUAH9O0	4.85	5	5	5	13	0
A1IYL8MWRARVBJ	3.65	3.5	3.46	3.34	48	2
A1J08AVASY85P	4.2	5	4.71	4.71	15	0
A1J0B11SKMLGGS	4	0	1	0	3	0
A1J0Y98TQ07BN8	3.1	5	3.86	5	11	0
A1J0Z7P34X8L9Q	4.86	5	5	5	14	0
A1J1DKGQP1AND7	2.14	5	5	5	7	0
A1J24AKRYQEYZ0	3.25	4.67	4.71	4.53	24	1
A1J5EVHPRTA764	4.5	5	4.5	5	2	0
A1J6L3DA94EM39	5	5	3.5	5	3	0
A1J6ZN8GLCEJWS	3.5	0	5	5	2	0
A1J9RPK229LDDY	2.6	3	3.88	3.56	17	0
A1JAHE0E0QTTTO	5	0	5	5	3	0
A1JC373ERGAP4W	5	0	5	5	1	0
A1JFRKD4CXR23H	5	5	4.5	5	2	0
A1JGETURRZXSNG	4.33	4.75	4.8	5	6	0
A1JIU3T83MJK57	4.67	5	5	5	9	3
A1JKY37OYPPDEZ	1.6	1	5	5	5	0
A1JLTUWU4CODF8	2.44	1.56	3.37	1.93	87	1
A1JMVQOP3SXBD5	0	0	0	0	1	1
A1JNYIKEBA6MNE	4.56	5	4.56	4.2	10	0
A1JOQU8TSN6A77	0	0	0	0	1	1
A1JQDJMEFUMJK8	0	0	0	0	1	0
A1JQSLL91WS6L7	4.09	2.5	3.09	3.8	12	0
A1JRV4XD6CG12W	3.83	3.7	3.98	3.83	50	7
A1JV04A45S342A	5	0	5	5	2	0
A1JVKCXXXX66CA	2	0	5	5	6	0
A1JYWF4XFMTAQ0	4.56	4	4.72	4.78	19	0
A1JZMM4UQUT8E1	3.32	5	4.69	5	19	0
A1JZWIH2BE0ZVQ	5	5	5	5	3	0
A1K1Z4ID0ZB1YH	4	0	4	5	2	0
A1K2PEN2XVVQES	4.79	5	5	5	20	0
A1K47QMY2525LR	3	3	3	3	2	0
A1K81X0990EG26	3.83	4.78	4.89	4.89	24	0
A1KC5KFTR68Q8Q	4	1	5	5	4	0
A1KDCOOW11HNIF	4	5	4.5	5	2	0
A1KFD4C1YXNPX7	4.5	0	5	5	2	0
A1KFSRVD1H1D4C	3.75	3.67	4.43	4.5	12	0
A1KJY1SH8V291I	5	0	5	5	1	0
A1KKUMD9Z4FCD5	3.59	2.4	4.41	3.86	23	1
A1KLIHS8OH4SWK	4.25	0	5	5	6	1
A1KMHCW63D98ST	2.75	2.37	2.68	2.78	34	1
A1KOW2OXJ1MPE0	2	0	4	5	1	0
A1KPOHXWCYNEI9	4	0	2	5	1	0
A1KS4LHP45TIYM	4.63	5	5	5	9	0
A1KT18EIBAFN2N	2.33	0	1	1	3	1
A1KX0AL4RD7Z8M	4.17	5	4.44	4.94	21	0
A1L4NCD6NQWAOQ	4.52	5	4.95	5	21	0
A1L8EX75GKSMGB	5	5	5	5	3	0
A1L8N3XFOXKPUS	3.33	4.5	4.75	5	6	2
A1LBP0PAV0XSUX	3.55	1	5	4.33	14	0
A1LBWICXYG4SXB	3.69	3.15	3.89	3.86	36	0
A1LGPW5HJS1OO	3	0	5	5	1	0
A1LH952UQA28L8	4.7	0	3.82	4.6	12	0
A1LLE7NVUHM2ZX	3.67	3	3.67	3.67	4	1
A1LLTVLMJNNAQU	4	3	4.75	4	4	0
A1LMR1CHZZHPTD	4.5	0	4.5	5	2	0
A1LP3QN2I6198I	5	0	3	3	3	0
A1LPCVF5RD8G5G	3.83	1.67	4.06	4.12	18	0
A1LQF59W9ZFP8M	4.54	5	5	5	13	0
A1LT6SV4V78CC8	3.65	3.5	4.5	4.32	36	0
A1LT6ZV7NWFGZJ	4.19	4	4.5	4.56	27	0
A1LUEKH1NJ545P	2.4	2.5	3.62	3.92	39	0
A1LUOO4KOWW7GR	3	4	4.75	4.75	5	0
A1LWI1809TP5XH	4.2	0	4.4	5	5	0
A1LZ58B9X4QBGR	3.25	0	5	5	4	0
A1M46I0H8KNEEX	4.33	1.5	3.33	3.33	3	0
A1M7QLC8MY3WAW	3.87	1.67	3.78	3.8	16	1
A1M9S44B88SHV3	2.7	0	5	5	10	0
A1MBNXB1T5BUSS	3.56	5	5	4.91	16	0
A1MC4YRJ1XE708	3.71	2.82	4	3.68	56	0
A1MDD0VZ5LF6BS	3.72	5	5	5	59	0
A1MEGRM393I23L	3.5	3	5	5	6	0
A1MFMS316LVL7H	3.71	3	5	5	7	0
A1MHRN12213PY5	2.6	3	2.6	2.6	5	0
A1MI5KQHP1OKA0	1.5	1	2.33	2	7	6
A1MIDH44UESUQK	4.29	5	4.43	4.43	9	1
A1MJXBN7087NUS	4.5	0	5	5	6	0
A1MLMBMPFPVROX	3	3	3	3	4	0
A1MMKRX9RXC1MH	1	1	1	1	1	0
A1MMLY6IXNE89X	4.33	5	4.55	4.9	14	0
A1MMRP2SRM7I30	4.8	1	5	5	6	1
A1MP512E7E9OKU	2.67	2.33	2.33	2.67	3	0
A1MPL3YJI1LE8G	4.56	4.14	4.53	4.62	45	0
A1MPRAOP5CW2M5	3.6	2.33	4.6	4.4	11	1
A1MQ6OU8CX7YUQ	5	5	5	5	10	0
A1MTU8C7ZRY69T	2	1.5	3.2	1.4	5	0
A1MUMHFQE09JBV	2.6	2.6	2.6	2.4	5	0
A1MWV013PTKRJ0	4.23	4.33	4.54	4.71	28	0
A1N1URAH5PVP5R	4.16	4.39	3.95	3.79	20	0
A1N1YFYVJGJSBR	4.05	5	4.73	4.54	59	0
A1N202K23B9QFA	3	5	5	5	6	0
A1N42SEZQIW9NJ	1	0	1	1	1	1
A1N472GRNK26Y3	1	1	1	1	1	0
A1N4JP7BSPNF95	1	0	0	0	1	0
A1N78TWCBXEPWQ	4.75	0	5	5	6	0
A1NC1ISOQZRNO0	2.46	2.65	2.78	2.71	26	1
A1NC74MV168Y4X	4.43	4.33	4.43	4.43	8	0
A1NIVKB3NQ0C5L	5	0	0	0	1	1
A1NKMN9BUMIIJ4	3.21	3	4.12	4.08	28	0
A1NL1RQO1LQTBT	5	5	5	5	1	0
A1NM2D6W3L4HOZ	3.33	0	5	5	3	0
A1NN3FTZJJ1MFE	5	5	5	5	12	3
A1NNZXHEV8VU87	5	5	4.4	5	16	0
A1NR1HJ3YRXHTX	4.95	4.92	5	5	63	0
A1NTFQM9Z1XPT7	4.5	5	5	5	4	0
A1NZD0P1P8VL9T	3	3	3.33	3	4	0
A1O0ABIV7YP3IP	4.25	3	5	4.83	8	0
A1O0HW90208AWW	1	0	0	0	1	0
A1O0VSR3DYDV17	1.25	1	1	1	4	0
A1O1WIA81WUT2C	3.92	4.67	4.73	4.9	13	0
A1O37YG1FBKUQO	0	0	0	0	1	1
A1O4PA4VDP0YV9	2	1	2.29	2	8	0
A1O4UKLPY407WS	4.5	3.67	4.9	4.6	11	0
A1O4VDJWZOFGM1	3.33	5	4.2	5	18	0
A1O59F6GHGMAM9	5	0	5	5	2	0
A1O5DRG67IKKS8	4.45	4.75	4.91	4.91	11	0
A1OB4H2YNWGEXB	4.33	2.62	3.28	4.15	46	0
A1OEWUYYSF0J2W	5	0	5	5	1	0
A1OG2TUZ5ORCX5	4.8	5	5	5	11	0
A1OIMPP1CYBYEL	3.5	0	0	0	4	0
A1OMR9PK51JSPO	2.82	1.47	2.83	2.18	27	0
A1ONAE6AC4L5LW	5	0	5	5	1	0
A1OO3YRRYL0F9H	3.3	0	5	4.57	11	0
A1OOHJU0IPP89Z	2.43	1.22	2.57	2.87	45	0
A1OP5XFHZYO4Q3	4.29	2.5	4	3.29	7	1
A1OP6C8I1G2SE5	5	5	5	5	3	0
A1OS7DYHYEMALY	3.77	3.5	4.42	4.39	22	0
A1OS7P72W8QLPR	4.3	0	5	5	10	0
A1OTDXFVNHM9NQ	3	2.6	3.56	3.67	9	0
A1OU1S9073QVJ1	3.71	0	4.75	5	7	0
A1OU9FGFRTFW3Y	3.83	3.33	4	4.16	30	0
A1OUPIHT5WH9FM	3.8	0	5	5	5	0
A1OWAJ71M4KUH2	3.33	3	3	3	3	1
A1P1OHLPXFCMKC	3.67	3.4	3.5	3.67	14	6
A1P1VCBLXJU2Q9	3.57	3	3	2.88	8	0
A1P2HS3BW2POA	1.89	1.57	2.23	2.31	20	0
A1P2VZYL65XQMQ	3.7	2	3.38	3.38	10	0
A1P3JDHM2C7A5E	4	3	5	5	1	0
A1P6ZWV6T9SLSV	4.78	4	5	5	9	0
A1P9FQ4ZENTBGL	4.75	5	5	5	5	0
A1PC9Y4ZH3NJ1J	3.73	5	4	3.73	12	0
A1PCWPZRTOKMOT	2.52	3.15	3.5	3.68	26	0
A1PEALOSL9Z4KL	2.78	3.16	3.55	2.88	25	0
A1PEL4RKBSNET0	3.33	2.82	3.22	3.32	30	0
A1PG2IN4ITZEG2	4	4.86	4.5	4.13	9	1
A1PI8W7RXUUJ2T	2.29	2.83	3.5	2.78	14	0
A1PJ2EOTKBEDE1	4.43	3	4.43	4.43	7	0
A1PJJ8JU0I1FZB	5	0	5	4.33	7	0
A1PM9YX6091Q0K	4.33	3.67	3.33	4.56	10	0
A1PMTX26MOE9W7	3	5	3	3	1	0
A1PNMSW1RODAZ7	5	5	4.33	4.33	6	0
A1PPEI6IQL3C5O	1.5	3	4.5	4	2	1
A1PPICUZEVJOKR	4.4	4.33	4.53	4.2	15	0
A1PSQZCXJVPPAD	3.03	4.5	4.47	4.55	41	0
A1PTJ58KSYO4VE	5	0	5	5	2	0
A1PU9Z165HUV2X	3.5	5	5	3	7	0
A1PWZ3QR4FV7KQ	5	1	5	5	5	0
A1PXW7RP4S663Y	5	0	5	5	1	0
A1PZ5B1OX5KOL8	4	0	4.8	5	6	0
A1PZCAZLCQLH6U	4.37	3.67	4.78	4.56	22	2
A1Q3UM3KG0ATIH	4.25	5	4.33	5	6	0
A1Q499OCOVLIQV	3.35	2	2.19	3.72	34	4
A1Q88QA2I23GW5	2.33	5	3.67	3.86	14	0
A1QC9YNQCMMUT8	3	5	4	5	2	0
A1QEVFR9DGI9UM	2	0	5	5	5	0
A1QIWAWEXZWYBU	3.5	4.5	5	3.67	7	0
A1QKR42I62PVB5	5	0	5	5	1	0
A1QMIVCLCGW3OG	3.46	0	5	5	13	0
A1QR9OJZTV7MZJ	3.91	3.22	4.25	4.54	37	1
A1QSP86SFX46T4	4.24	4.83	4.41	4.65	17	0
A1QTVBT0NNG1OY	2.67	5	5	5	6	0
A1QTYO9O4HCF9E	3.29	3.4	4	4.08	16	0
A1QVPRQENZY76G	2.78	2.83	3.57	4	26	1
A1QWAGA6IMX8ST	4.29	3.67	3.88	4.43	9	0
A1QWCH7R00SI40	2.4	5	5	5	5	0
A1QYSB3T2DQ3KF	3.23	5	4.5	5	13	0
A1R04VD9PN6WXM	4.87	5	5	5	25	0
A1R3FCQG8Z0VL2	2.96	2	3.05	3.09	26	1
A1R4XK6VETRG6Z	1	0	0	0	2	0
A1R7A92WRORP64	3.6	3.88	4.11	3.4	10	0
A1R7KTMIM8UHA	3.67	1	3.33	3	4	0
A1R8FQKNPX9ST9	4.5	5	4.83	5	8	0
A1RAD9G3JVZMSK	1	1	1	1	1	0
A1RDMQRX6ZMFOK	5	5	4.25	5	8	0
A1RH63HKU5WVPZ	3.13	2.36	3.13	3.07	17	0
A1RHKZEKPK46GO	5	0	5	5	1	0
A1RK2SWAMSH9FO	3	0	5	5	1	0
A1RL6IJS13KJZ9	4.2	5	5	5	6	0
A1RLW3HFHW9N43	3.64	1	4.5	4.11	11	0
A1RMC93TEKSKE0	4.86	0	5	5	8	1
A1RMMCCHPD4YA6	1.5	5	5	5	2	0
A1RNR903SWIRSV	2.33	2.33	1	2.33	3	0
A1RPEITCVSBUQJ	4.45	4.66	4.84	4.88	178	2
A1RPONGZ2CLL8L	4.27	3.67	4.42	4.2	20	0
A1RPP1U1FS18B5	4.5	5	5	5	4	0
A1RQRDI8875BWH	5	0	5	5	1	0
A1RRU5R6GFIGZC	3	0	4	5	1	0
A1RRX6N97UTQ8F	4.3	5	4.43	4.43	10	0
A1RS17PL168W80	5	5	5	5	1	0
A1RSWS98HCUOZN	3.63	2.2	4.59	4.53	23	0
A1RTKSY5RKG0G4	3.62	0	4.2	4.6	15	0
A1RVHQATCHA9FF	2.38	1.92	2.79	2.27	34	0
A1RY4ZCPDT9GV8	5	4.33	5	5	12	0
A1RZEWGDQ5II60	3.17	3.17	3.72	3.55	29	0
A1S00K4T2IGLP	4	0	5	5	1	0
A1S1PE68TLR9T8	3.57	4	3.86	4.14	7	0
A1S1TECWBLG9BO	4.33	0	5	5	3	0
A1S2I2VGTY5BAX	3.96	4.29	5	4.8	27	3
A1S5964DJ9DQLG	3.91	3.33	4.25	4.25	11	0
A1S915XV7TUJ6Q	4	2.89	4	3.36	14	0
A1S9QADWRQSK5L	2.33	0	4.33	5	3	0
A1S9VEQE3KRJQY	4.13	5	5	5	8	0
A1SA0XWHB3550A	4	0	5	5	1	0
A1SBAYT5BHW3XK	3.67	2.33	3.8	3.4	6	0
A1SBUZK7392IVT	4.9	5	5	5	10	0
A1SCKWZ3NAPICP	4.68	4.33	4.58	4.79	20	0
A1SD4GYQVHSDC4	1.67	5	4	5	3	0
A1SETO8ZJ8MW8Z	4	3.5	4.6	4.4	10	0
A1SFG5VCOORFU5	3.34	4.36	4.9	4.86	67	0
A1SG29KZRX8IHO	5	0	5	0	1	0
A1SH12CS04JI1J	4.46	4.11	4.65	4.76	41	3
A1SH8FZ5L9WDCO	4	5	5	5	2	0
A1SKI6LEBXKFSR	1	1	1	1	1	0
A1SPWNA2C47RF8	4.67	0	5	5	7	0
A1SQN115VTEXXQ	4.35	3.4	4.6	4.5	18	0
A1SQV4SSS0736K	3	3.67	4.6	4.2	7	0
A1SR0CO2G2Y2E	4	3.36	4.36	4.37	28	0
A1SRBDXQAVC3OV	4.75	4.67	4.33	5	13	0
A1SVQG0O7MEHBN	1.67	1.67	1.33	2.33	4	0
A1SWLPEHDWSJ6T	4.27	4.6	4.7	5	12	0
A1SYN8J5WSNRGW	2.39	2.7	3.53	3.68	85	1
A1T0VJ8JTLWHA8	4	0	5	5	2	0
A1T1AMQX7CMEBJ	3.36	1	4.11	3.8	12	0
A1T1TC0A18CGE6	4	4	4	4	1	0
A1T4C8H4TXMMRL	3	0	5	5	1	0
A1T80O5KM1FRFV	1	1	2	0	1	0
A1T8B22QTO7H8N	4.42	4.86	4.73	4.87	33	0
A1T9SJP31SOWG2	3.82	3.86	4.71	4.25	17	0
A1TAM0I0JT951N	1	1	1	1	1	0
A1TAVTO2GT98KU	4.2	3	4.67	4.73	15	0
A1TCQE4V48WFWP	4	1.25	4	2.83	7	0
A1TEBOOMPC6U11	3	4	4.75	4.75	5	0
A1THGIZKDKHAXS	1.52	2.72	3.81	3.97	51	0
A1TI16GBKWZ4M8	4.36	3.55	4.63	4.36	105	0
A1TJ5893NMMAJZ	5	0	5	5	1	0
A1TKKUYVYJ8XTB	3	1	4.2	3.29	8	0
A1TLPA0B1WLBJB	4.33	3	4.33	4.33	6	0
A1TLVSW71V12UW	2.86	2	3.8	3.8	15	0
A1TMEKUVYRQXKF	4.5	5	5	5	8	0
A1TMTBH1X1TN4L	5	5	5	5	1	0
A1TOCEZJHRZJVG	4.83	5	5	5	13	1
A1TOGOP0B5F50	4.08	4.33	4.78	4.67	28	0
A1TP8QBVT5IK3N	4.27	4	4.6	4.6	11	0
A1TPYA1K91NP6U	5	0	5	5	3	0
A1TROKGSVODPGT	4.1	5	4.88	5	10	0
A1TTC3KMEECDBO	5	0	5	5	4	0
A1TVUQ5UZT8S8R	4.44	1	4.83	4.33	11	0
A1TVZM44D3577E	2.39	1.8	4.5	4.4	18	0
A1TWQNJP6BV9QP	3.8	5	5	5	5	0
A1TYQ7J0KEXIAG	4.83	5	5	5	6	0
A1U3GM1MSO7OTP	0	0	0	0	1	0
A1U3SR8TENP8TB	2.25	5	4	5	8	0
A1U61M7OX3RZ11	3.14	3	3.33	3.67	7	0
A1U666ET6RL45G	3.45	3.67	4.15	4	52	1
A1U695P9PQ7OP1	3	3.67	4.5	3.33	6	0
A1U7WFK1IM53CR	3	5	5	5	6	0
A1U8L6U4NJ51RM	2.42	3	2.79	3.33	27	2
A1UB6OQVPCQ0YO	5	0	5	5	1	0
A1UBR4FUN767DV	5	0	4	5	3	0
A1UCYBT8BCWC1	3.33	5	4.83	5	9	0
A1UEA2OZM65ROP	2	0	4.5	5	3	0
A1UG7JATPVRCP2	4.25	2.33	4.5	4.33	8	0
A1UI2FA377QXDR	2	0	2.5	5	3	0
A1UJKIIK9M3JWT	1.19	1	1.4	1.35	28	0
A1UKCWSHG4WCOY	5	0	5	4	5	1
A1UL9XNWWWHRZ9	4.43	0	5	5	8	0
A1UNEX588PQDOG	2.88	4.5	5	5	8	0
A1UNMKQNN67MBA	3.61	2.6	4.12	4.29	23	0
A1UQUJLA7JC31H	4.26	4	4.55	4.52	30	0
A1USBFC49O62C7	3.57	1	4.33	2.8	8	0
A1UUW4010X6FTG	3.8	1	4	4.2	5	0
A1UVBOYA0KMXEP	3.4	5	5	5	9	3
A1UWGJFMSA75XB	4	3.67	4	3.67	11	0
A1UWHE31KMCGT7	1	1	1	1	2	2
A1UXTDNPNTIX5V	5	0	5	5	3	0
A1UZOLDB9WNZDP	4.67	5	4.6	4.6	12	0
A1V0TIZG6PBO7I	3.71	3.67	3.57	3.43	7	0
A1V1AJBB2ICODE	4.12	3.75	4.57	3.99	92	1
A1V2K975NIB657	4.11	1.33	4.58	4.62	19	0
A1V495I9SZOQI7	3.17	3.89	4.33	4.31	20	0
A1V4E5MUMFBUUC	4.75	3	4.86	4.5	10	0
A1V5CSLF3UKNIQ	4.26	3.78	4.21	4.43	44	0
A1V72N7WRG3MGV	2.92	2.37	4.4	3.84	52	0
A1V81IH1ELJIDC	4.23	4.56	4.97	5	42	0
A1V922MFZ7HW69	0	1	0	0	1	0
A1VDSPV9LLMRXE	3.27	2.56	3.44	3.33	29	1
A1VEVSJE8XLHVZ	3.63	3.92	4.35	3.94	19	0
A1VF41T0B9WD78	3.27	3.67	4.56	4.56	11	0
A1VIUEKEGTBZYU	2.6	0	5	5	6	0
A1VKI9SSXWUSCR	2	0	0	0	2	0
A1VP3MFD4IYVOH	2.29	2.67	2.71	2.25	8	0
A1VP5D3XI43QX8	3.5	4.6	4.86	4.71	10	0
A1VP9Y6V1FGYN1	3.56	3.67	3.63	4	21	14
A1VQ44FT3QD2IS	1	1	1	1	1	0
A1VQU6TKNI97S9	3.96	4.17	4.61	4.48	243	3
A1VRUCUC3CY44V	2	1	3	3	2	0
A1VSOQ6MXD1E1J	3.12	4	4.43	4.34	99	0
A1VVLCIWZT8AH1	4	0	3	5	2	1
A1VW01OCWYZSS9	1.65	1.3	2.2	1.76	62	0
A1VX9787XGIFB3	3.57	3.74	4.1	4.51	77	0
A1W19GTYZWYGRQ	5	0	5	5	1	0
A1W4X8YX71JT9E	2.36	3.67	3.75	4	14	0
A1W8LWWROQGO5U	4.35	4.64	5	5	24	0
A1W9VTACEP8DA8	1	0	0	0	5	0
A1WALZUOJ34ETK	3.88	2.78	4.65	4.54	46	0
A1WC1JK1XMF4UI	3.2	3	5	5	5	0
A1WC5JK4WFO7X3	1	0	5	5	3	0
A1WDC7R3O8J1BN	3.35	3.88	4.15	4.14	40	0
A1WEXCS42NOWDV	3.61	2	4.08	4.17	25	0
A1WFKVJLW8AKLG	3.47	3	4.5	4.5	17	0
A1WGCCKUROMHHX	4.67	5	5	5	3	0
A1WHUIETNHUMWL	3	0	4	5	1	0
A1WMC9ZM16Z12R	4.35	5	5	5	23	0
A1WNJZY7VVKL0Q	2.65	1.86	3.46	3.55	22	0
A1WQZKZFFSL17H	4.57	4	4.57	4.83	24	0
A1WR1TO6KJ0E3S	2.45	2.14	2.06	2.19	33	0
A1WU9AXHP5OUSI	3.33	2.26	3.24	3.59	53	12
A1WUAY1B17MKK7	4.29	4.57	4.73	4.36	15	0
A1WUIDP7HA0WBY	4	4	4	4	5	0
A1WVMI7N84S02Y	0	0	0	1	4	2
A1WXP7RDC0CD6G	3.75	5	4.33	4.56	12	0
A1WXQNQ673KLDY	2	1	2	2.67	6	0
A1WXSA3NAD9CYW	5	0	5	5	2	0
A1WYVVIRUFAGR	4	3.57	4.3	3.91	12	1
A1X0SFJ6Z0MTVP	3.2	1	3.75	4	6	0
A1X517DJSHA4LL	4.29	2.5	3.71	4.29	20	0
A1X6X0Z6VY1MMH	3	0	5	5	2	0
A1X7AGE0VYPZ3K	3.67	1	3.67	3.67	3	0
A1X7ZBGVU20UJJ	1.67	5	5	5	10	0
A1X93B0971OCFO	2	2.6	3	2.6	11	0
A1XD36FEVARY74	3.71	3	3.88	4	8	0
A1XFGLB9IGB4KE	3.49	2.43	3.15	3.78	80	3
A1XFLU23S57HZK	2.5	0	0	1	3	0
A1XIYVMJBMO5PU	3.61	4	3.87	4.53	20	0
A1XKGAWLV8BR1Q	4.09	3	4.6	4.6	12	0
A1XKKMKHNMKLEI	4	4	4.38	4.5	8	0
A1XO2AER3KZWEY	3.33	5	5	5	4	1
A1XOE6NRA0BNG	3.5	1	3	3	2	0
A1XR0GD0S6BY25	5	5	5	5	2	0
A1XRIMBM5X2KLI	2.83	2	3.4	3.25	25	9
A1XS35Q3G9F6FP	3.11	1	4.5	4.5	18	0
A1XS4QG2UA045D	4.33	2.5	4.33	4.33	6	0
A1XUBU5CS5SFRV	3.96	3.24	4.23	4.29	55	0
A1XW8UP7O4UDH0	3.7	0	4.89	5	10	0
A1XXA3XCDE5XOT	1	1	1	1	5	1
A1XXSJNLG3D7L7	3.78	4.38	4.89	5	18	0
A1XZ5XPQOXAJ3E	5	0	5	5	3	0
A1XZO7BXDYY98N	3.63	3.14	4.47	4.58	20	0
A1Y2D2RST8H6NT	4.5	5	5	5	2	0
A1Y449NT920WTJ	3.67	0	5	5	4	0
A1Y89Y0WFI33I4	4	0	5	5	1	0
A1YA3C388K2MW3	4.79	4.13	4.88	4.88	68	7
A1YBGN1GG3Y0IA	2.95	3	4.1	3.71	22	0
A1YDM6S9FVA1K5	3	0	5	5	2	1
A1YEDDS7QXKCXT	3.5	2.6	3.73	3.73	15	0
A1YFPKI53ATUFR	3.7	3.71	3.87	4.65	46	0
A1YGJF54QJZ4T7	3.67	5	5	5	10	1
A1YGS704LU925G	3.75	1.67	5	4	7	0
A1YH6KO1LC2LGG	3.67	5	4.92	5	16	0
A1YJ09DDQTR0WJ	5	5	5	5	2	0
A1YJC02EFIWNKB	2.14	2.43	2.8	3.2	14	0
A1YJMCFSICJTQ9	4	0	5	5	1	0
A1YL2WPAD8MD41	5	0	5	5	1	0
A1YLSQHR89EBW1	5	5	5	5	4	0
A1YOSN8ASBN2B9	3.4	5	5	5	15	0
A1YQ0HQ2UCF2N2	3.78	2	3.11	4.11	9	0
A1YRLXWTEJ6ZKE	3.83	1	5	5	6	0
A1YTMLJBSODK2W	3.63	5	4.91	5	18	0
A1YTXLQTSGOQVQ	4	1	3	1.67	4	0
A1YUPXN2YDSYAW	3.57	5	4.8	5	7	0
A1YX18BI07D7BL	3.67	4	3.85	4.17	25	0
A1YXUK201F6U29	4	5	4.69	5	17	0
A1YXWPXQL73YLP	4.36	2.78	4.38	4.31	38	0
A1Z3B41Z0VX3MQ	1	1	1	1	3	0
A1Z5V55PL21X94	2.23	2.72	3.63	4.31	55	0
A1Z84031157LW	3.21	3.5	4.69	4.85	19	0
A1Z9ESVWSPM4ID	3.86	5	5	5	9	0
A1ZBF4A8D4BGZ	3.71	5	4.64	4.79	20	0
A1ZC4H8UDC0T5	5	5	5	5	17	0
A1ZC5HHL91LWBC	5	5	5	5	3	0
A1ZCSBW31SW0NQ	0	0	0	1	2	1
A1ZCUBP2G0ZGZM	4.56	4.7	4.83	4.74	36	0
A1ZD2GJV95O4BV	4.02	3.21	4.93	4.72	44	0
A1ZD5HTZ97FH5L	2.25	5	5	5	4	0
A1ZERM9X4BHQV2	2.33	2.6	2.6	2.6	7	0
A1ZF8HM064TVHH	3.75	5	4.78	5	12	0
A1ZFAZGHIMBFPL	4	0	4.75	5	12	0
A1ZFJQDYKZXF1T	3.34	2.71	3.25	3.31	38	0
A1ZGK0OLH0DB1W	4.5	5	5	5	2	0
A1ZIE3AJ9AIQYY	2.7	3.5	3.73	3.17	12	0
A1ZK8HWL78RUDZ	3.75	3	4	3.25	4	0
A1ZLKABW8ORS19	4	0	5	5	1	0
A1ZMZ9DTKNN8R6	1.67	0	0	0	3	0
A1ZO2DFONNSMGP	2.38	2.5	2.14	2.71	8	0
A1ZOCJVU3EQKW7	4.78	5	5	5	10	0
A1ZOYMEYT6COAO	4.45	3.67	5	5	12	0
A1ZPMYR1N9D753	3.4	4.4	4.81	4.59	32	3
A1ZQSU8PTQIKWT	5	0	5	5	1	0
A1ZRYH056D3Z4F	4.33	5	5	5	10	0
A1ZT7F2Q12XCWK	5	0	5	5	2	0
A1ZZQIKFDK07V4	4	0	5	5	1	0
A1ZZV2O2YQDYJY	4.6	4	4.84	4.79	20	0
A2005EP47NDO85	4.06	5	4.58	5	16	0
A2037EVFIGVVY8	4.25	0	4	4.75	4	0
A204B3QO6FE9BF	3.46	1	3.73	3.71	16	0
A2051A39V27AVQ	3.53	3.5	4.5	4.08	32	0
A20527HBT0TW68	4	0	5	5	2	0
A205N0KE117P49	4.91	4.2	5	5	23	0
A206LRAP736RP5	4.13	3.75	4.32	4.41	24	0
A207HTPWALBOP5	4.93	5	5	5	15	0
A209IZD7PQYIIJ	3.75	5	5	5	4	0
A20BHWFYHMW9MB	3.92	5	4.8	5	13	0
A20BKRY31V5H3Y	2.87	5	5	4.69	24	0
A20C2YD27MO1FN	3.85	3.4	4.27	4.27	13	0
A20EF4QL0DO9YF	2.5	1.87	2.94	2.75	23	1
A20IXK8ZV8N72H	4.81	5	5	5	21	0
