requester_id	followers	averages	pay	comm	fast	fair	reviews	tos_flags
A1A39T4EKQIE9K	1	4.0225	2.67	5	4.67	3.75	7	0
A3PE2WFW7YARFR	1	4.65	3.93	5	4.67	5	15	0
A3VW8A3BOUE7Q2	1	5	5	5	5	5	2	0
AEQN9TUV5U17Y	1	3.75	5	0	5	5	1	0
A03257389PZSORY2QAKJ	1	2.915	3.21	2	3.13	3.32	24	0
A1WJ9UZI0S8AVW	1	4.8325	4.33	5	5	5	9	0
A3FXZ4DYRL6601	1	3.75	5	0	5	5	2	0
A1EPW14G6BUGH2	1	4.25	3.33	3.67	5	5	3	0
A2U3M0QQNRQI09	1	2.7175	3.29	1	3.29	3.29	8	0
A1Y60GLKWAPKFR	1	1.25	5	0	0	0	1	0
A133PH0WNTWBS1	1	4.8075	4.23	5	5	5	61	0
A17SG3PCAE3F9S	1	4.625	3.5	5	5	5	2	0
A2CFXHLASAPFN0	1	5	5	5	5	5	5	4
A14DDT9HK8F9N8	1	3.125	2.5	0	5	5	2	0
A1N7CZTVXCZEWR	1	4.83	4.32	5	5	5	19	0
A2DV2SSGO5MX7O	1	1.915	2.55	1	2.61	1.5	32	0
A2GTD10I67CYMN	1	4.3575	2.43	5	5	5	7	0
A2OCLS8GA5HWLJ	1	4.8325	4.33	5	5	5	3	0
A33A1NSOMCX6DW	1	4.595	3.75	4.78	4.9	4.95	55	0
A297DCPEV7AB45	1	2.6825	2.9	1.83	3.22	2.78	10	0
A1ZUSV148G9OWJ	1	2.2075	1.33	1	3.5	3	3	0
A34Q9BWURAVPI4	1	4.09	4	4	4.25	4.11	11	0
A3F7LYWUVM3U09	1	5	5	5	5	5	5	0
A1C6GAPI0IIGT6	1	3.075	3.43	1	3.67	4.2	8	0
A2ISFY93WKRH4R	1	3.8125	3.25	5	4	3	4	0
A3OBKR5T9K0W9D	1	3.5	4.5	0	4.75	4.75	4	0
A1D3TEW14SPDKU	1	4.67	4.21	4.63	4.89	4.95	106	0
A15TFS9BXQ9E30	1	3.625	4.5	0	5	5	2	0
A370X3Z5H3SRXX	1	4.3325	3.35	5	4.65	4.33	31	0
A1IU4E852JNCLD	1	3.6925	4.03	1	4.87	4.87	37	0
AX1P7C9CDZMBQ	1	4.95	4.8	5	5	5	11	0
A3BR95WQZ94ADR	1	3.9975	3.76	3	4.73	4.5	17	0
A2VZPREYP5UDE1	1	3.7075	4.83	0	5	5	6	0
A1VXU7UWGLCLIV	1	3.45	3.8	0	5	5	5	0
A1L0AFPUDAT6VX	1	3.75	4	1	5	5	2	0
A3F2ELCFTPI9GB	1	4.7175	4.14	5	4.82	4.91	32	0
A1JFN2E6FQWYZW	1	5	5	5	5	5	3	0
A1N1YFYVJGJSBR	1	4.4525	3.97	4.67	4.65	4.52	61	0
A2EV5G5P7PZS00	1	4.625	3.5	5	5	5	4	0
A3I0HWW11ZSKEJ	1	4.8175	4.34	5	4.93	5	59	0
A3INOEQSBNJES5	1	4.375	4.14	4.13	4.64	4.59	77	0
A1Q499OCOVLIQV	1	2.8225	3.38	2	2.19	3.72	35	4
A15NGRMOJZ2B16	1	0.25	1	0	0	0	4	1
A296B6EE906XGW	1	3.5625	4.25	0	5	5	8	0
A3C49SQG72QKBM	1	0.25	1	0	0	0	3	0
A3M2RP0GL2QNRA	1	3.625	3	3	3.5	5	2	0
A2XM765YM1E5NV	1	4.97	4.88	5	5	5	8	0
A1U666ET6RL45G	1	3.66	3.31	3.43	4.02	3.88	62	1
A1VP9Y6V1FGYN1	1	3.3075	3.36	3	3.2	3.67	24	17
A3OST93NH2Y2FM	1	3.665	3.79	3.4	3.65	3.82	20	0
A1EEX2FVTYSMCZ	1	4.8625	4.67	5	5	4.78	9	0
A1XFGLB9IGB4KE	1	3.265	3.49	2.43	3.24	3.9	87	3
A3QT4DVSSRDTVN	1	4.225	3.79	4	4.26	4.85	28	0
A2C5ODE2MXIX1X	1	3.5	4	0	5	5	1	0
A1ZGK0OLH0DB1W	1	4.875	4.5	5	5	5	2	0
AI44KSBORMS4H	1	3.77	3.73	3.54	3.43	4.38	34	0
A3TI30AUK3TNP3	1	3.12	3.04	2.22	3.69	3.53	26	0
AJ1ZLZBZXBUCO	1	3.5475	3	3.86	3.53	3.8	16	1
A3V161TRGAXFEH	1	3.685	4.5	1	4.86	4.38	14	1
ALB07MEKFWKUN	1	3.75	5	0	5	5	1	0
A22LP0UU8HQ5AW	1	4.1575	4.22	4.13	3.96	4.32	27	0
AL67DFEOP3BP5	1	5	5	5	5	5	9	0
A4W6F7C8EKV44	1	4.3075	4.33	3.67	4.54	4.69	18	0
A25JO3AFLCG6V0	1	4.07	3.7	4.25	4	4.33	10	0
APNCB3U1W7UA0	1	4.845	4.69	5	5	4.69	14	0
A3O9WUYWEO1OSM	1	4.6225	3.63	5	4.86	5	16	0
A26UJ9XVWTBL2T	1	3.73	4.92	0	5	5	12	0
ARNDPG18BP0RJ	1	4.4075	4.65	3.78	4.6	4.6	70	0
A2D5FV57KXHFKN	1	3.5	5	0	4	5	1	0
A2940PLDMHBJ9I	1	3.37	3.06	2.75	3.67	4	18	0
ATFRY2Y8GKMLH	1	4.25	3.14	4	4.86	5	8	0
A136CJAWU1E9OY	1	1.9525	2	1.67	2.14	2	16	12
A13WJ7ZH6J3TIU	1	0	0	0	0	0	1	0
A39FQZBQVDT63	1	3.75	5	0	5	5	1	0
A2C8H8NU8LE1K4	1	2.2	1.8	1	3	3	6	0
AXHKHW78K9HN5	1	2.375	2.5	1	3	3	4	0
AIYJSFMZ82I42	1	4.5	4.17	4.83	4.08	4.92	12	0
A2B1U3ZNFN45EY	1	3.25	4.33	0	4.67	4	4	0
A2IH03QR5BZXEO	1	5	5	5	5	5	3	0
A5A3KZBDMVWOO	1	0	0	0	0	0	1	1
A2IWVBCMPEM13Q	1	2.9375	2.75	1	4	4	4	0
A2IZBV4VJ88P5X	1	2.105	2.14	2	2.14	2.14	7	0
A1S8OO0OJ89QZF	1	2.835	3.67	1	3	3.67	3	0
A1Y2IIUNCNZ32U	1	4.9575	4.83	5	5	5	7	1
A1BCI3SERVAQVE	1	2.75	1	0	5	5	1	0
A32U3S9GPQS4RT	1	2.875	3.5	0	4.33	3.67	5	0
A128S72E1O18Q3	1	0.25	1	0	0	0	2	0
ABZQ7ZA5T8LK1	1	0	0	0	0	0	1	0
ADOEGWB6P9ONG	1	3.535	2.14	3.33	5	3.67	8	0
AOO3Q385VLGLS	1	3.375	3.5	0	5	5	2	0
A2SXAT7VJ9IHBH	1	3.45	3.4	3	4	3.4	5	0
A1XK2SQ0Z4SCPP	1	4.445	4.56	4.33	4.33	4.56	9	0
AVDK07XI9FSJB	1	2.9175	1.67	0	5	5	3	0
AQCHR1FPWVFRK	1	3.305	2.91	3.33	3.31	3.67	26	6
ADWWO1HSTPYS5	1	4.1675	2	5	4.67	5	5	0
AN3VRTTRYD3D6	1	3.775	3.97	3.29	3.92	3.92	33	1
A3T9FY4FVHUSXD	1	4.9	4.69	5	4.91	5	15	2
A38DOPPMIG2QTQ	1	3.25	3	0	5	5	4	0
A1Z9PDLXJLGSR9	1	4.5	3	5	5	5	2	0
A3F52QUGI2RNWY	1	3	2	0	5	5	4	0
ALQ8DTU4XFXQ	1	4.2025	4.47	3.4	4.47	4.47	17	0
A3ALUZKW8NUGU6	1	4.475	2.9	5	5	5	12	0
A19YWY6E1CP566	1	4.0525	3.63	4.11	4.47	4	27	0
A2RUY7E8YEXNRT	1	4.3375	3.75	4	4.8	4.8	5	0
A24C77IFXXXBTB	1	5	5	5	5	5	13	0
A37EIUO3J16W48	1	2.8	2.2	1	5	3	6	0
AQHP2BRXTHJUD	1	2.6575	2.67	2.14	2.6	3.22	10	0
A29J4K4JLSC5NI	1	3.66	3.7	3	4.3	3.64	12	0
A9NK2UMY2BDSV	1	1	1	1	1	1	1	0
A2A62I08WOOBFL	1	3.4225	3.56	2.56	4.16	3.41	19	0
AEU3H8GUL27PE	1	3.0575	2.94	2	3.85	3.44	20	1
A2BXT12GC0UVMU	1	3.8125	2.75	4.5	4	4	5	0
ARGI15N0ARLSF	1	4.8775	4.65	5	4.91	4.95	25	0
A2GY39P5ZRRI0E	1	4.9775	4.91	5	5	5	11	0
A3UP3IBADZYRWA	1	3.75	5	0	5	5	1	0
A2JBZFUFVXWFXH	1	3.6775	4.71	0	5	5	8	0
A1U9LBNA2OXSYA	1	5	5	5	5	5	2	0
A3R5BNOR1H8IHB	1	5	5	5	5	5	12	0
A2T618GHLZI3SA	1	2.2075	2.5	1	3	2.33	3	2
A24US7SXY8ZQK9	1	4.85	4.58	4.92	4.9	5	13	0
A39MG8WRQS6BVS	1	4.3125	4.5	3	5	4.75	4	0
A2PNNJH0WSGV83	1	2.7925	3.17	1	3.6	3.4	6	0
AOCWM7JMUM6AX	1	3.0825	1.33	5	3	3	3	0
A3LPKJ3C8DPE8O	1	3.0825	3.33	3	3	3	3	0
A1ATES40ZPE477	1	4.38	3.23	5	4.56	4.73	32	0
AMSDVFFVDUXY4	1	4.4375	4.5	4	5	4.25	4	0
A12RNRZG3BMBBG	1	4.0825	2.57	5	4.33	4.43	15	0
A2W56V7XFWUFF9	1	3.85	4.13	2.8	4.55	3.92	34	0
A3FCJX0FTFAB96	1	3.7	2.78	3.67	4.21	4.14	23	0
A15Q0MOIFZ38DL	1	3.4175	4	0	4.67	5	4	0
A2Z2EB6ZLZOI4V	1	3.1875	3.75	1	4	4	4	0
A17O0L3776LN8I	1	2.675	2.43	1	4.67	2.6	7	0
ACG6BC501YHFW	1	1.9575	1.5	2	2.33	2	6	0
AKFI1AA4RP3H5	1	3.75	5	0	5	5	4	0
A29V02WMRSOMWF	1	3.8975	3.67	2.67	4.56	4.69	20	0
A35NZEO03E73BW	1	3.4825	4.1	0	4.83	5	11	0
A1CTI3ZAWTR5AZ	1	2.13	2.26	1.4	3.03	1.83	123	0
A2YKFXU43C6AQN	1	4.9525	4.84	5	4.97	5	32	0
A36TTT4HLA03FP	1	4.99	4.96	5	5	5	25	0
AF2N0YJJ856KU	1	2.74	2.97	2.29	2.81	2.89	42	0
A1E6AB785Y9FNZ	1	4.3675	3.45	4.57	4.63	4.82	93	0
A35QMWMRU93SRV	1	3.4	2.75	3.11	4	3.74	28	2
A1FVAVBJHU9B21	1	3.7	4.8	0	5	5	5	0
A2WEBYM0PMUCYK	1	3.13	2.94	3.41	3.2	2.97	34	0
A3AK76QJQ4RP1G	1	3.735	4.12	2.33	4.25	4.24	22	0
AIUGB4HET3PFN	1	4.8625	4.67	5	5	4.78	10	0
A1I0D2AANN8HT	1	5	5	5	5	5	2	0
A372K17HINR7NW	1	4.25	3	5	4	5	3	0
A1NVALNK7ALU62	1	4.3125	3	5	4.25	5	12	0
A3D5M3KXSUKNI8	1	4.775	5	4.5	4.6	5	5	0
A2JQ49YC9MOJZ1	1	4.95	5	5	4.8	5	7	0
A1LLE7NVUHM2ZX	1	3.5025	3.67	3	3.67	3.67	4	1
A2MEQDH709IZ4I	1	1	1	1	1	1	2	2
A138AT0BU7Y0K5	1	5	5	5	5	5	2	0
AUP8ZZ1Z21KHE	1	3.4375	4.75	0	4	5	13	0
A319Q2YH65D05H	1	4.2075	4	4.5	4.33	4	3	0
A329CNW2DQGVJ3	1	4.145	4.25	3.67	4.33	4.33	13	0
A1S2I2VGTY5BAX	1	4.5125	3.96	4.29	5	4.8	27	3
A1TOCEZJHRZJVG	1	4.735	4.59	5	4.64	4.71	20	4
A1VPBBNIKFOQHS	1	3.75	5	0	5	5	2	0
A3MX44TDYCA6JW	1	2.7975	2.88	1.8	3.38	3.13	8	0
A12HE6GCHB3HKD	1	1.25	1.67	1.33	1	1	7	0
A1WBOT7W4K55JV	1	3.26	3.9	2	3.43	3.71	10	1
A1YBGN1GG3Y0IA	1	3.44	2.95	3	4.1	3.71	24	0
AGB5WEP6VC25E	1	4.6375	4.18	5	4.58	4.79	22	0
A3RYMN96RLLCXU	1	4.155	4.05	3.8	4.33	4.44	20	0
A1ZFJQDYKZXF1T	1	3.1575	3.26	2.71	3.3	3.36	41	0
AJ1XMH5L5JHD8	1	4.4325	4.53	4.2	4.36	4.64	15	0
A3UZP6E2ZGDFMO	1	4.915	4.93	5	5	4.73	15	0
AKNRLGU6TZAXJ	1	4.6575	4.43	4.2	5	5	7	0
A22IC4PFEEMG13	1	4.1675	3.23	4.16	4.6	4.68	54	1
AL583HME16L25	1	4.59	4.12	4.56	4.84	4.84	28	0
A246A5LRQ5NEN6	1	4.7075	4.45	4.71	4.78	4.89	47	0
A1A7E5UB06U9BU	1	4.0625	3.67	3.86	4.47	4.25	19	4
AGIHZ9FWD0I9S	1	1.5275	1.57	1.57	1.57	1.4	10	0
A26RELGN2AX0LA	1	4.875	4.91	4.86	4.73	5	11	0
AR6MXRKDX6EXF	1	4.5775	4.61	4.24	4.68	4.78	76	1
AABYRIQ5E6Y5Q	1	4.305	3.22	5	4.53	4.47	26	0
A1L4GJNGOPT33K	1	4.22	3.58	4.33	4.64	4.33	37	0
ABFE289P49H7Y	1	3.75	5	0	5	5	1	0
A1C8XSWTX9KKHN	1	2.4375	2.71	2	2.71	2.33	9	0
A354FVL08E3RBT	1	5	5	5	5	5	5	0
ABOLYIDD38SWN	1	3.51	3.89	2.6	4.22	3.33	13	0
A3R6VVEOHW4608	1	3.75	5	0	5	5	2	0
AKXZZO6RYWFLN	1	3.085	3	2	3.67	3.67	12	0
A34Z13G00ZUP5W	1	3.75	5	0	5	5	3	3
A35RQSIIWD1QBW	1	0.25	1	0	0	0	1	0
A2NCLWL3H027AB	1	3.2925	4	1	4	4.17	6	0
A15O8K3ZH4ZAZ9	1	3.25	5	0	3	5	1	0
A20IV93B0I0XR5	1	3.25	3	0	5	5	1	0
AFTNX2925Y8KZ	1	3.1675	4.67	0	5	3	4	0
A26V7VSN9DLVL7	1	3.5	4	0	5	5	1	0
A2NR20UP4FNC5E	1	2.5	1.64	2.8	4	1.56	11	0
A1JX9XGMDUEPPU	1	4.1725	4.27	3	4.75	4.67	12	0
A36F5W5ER0RMGM	1	4.87	4.83	5	4.7	4.95	25	1
A1I1NE1X87Z5LR	1	3.3125	3.25	0	5	5	4	0
A3DZUVM14HDK3N	1	4.2775	4.11	5	3.89	4.11	9	0
AOS2DBC0S5TVA	1	1.87	2.09	1	1.5	2.89	13	0
ACRRYH6LJKJ0J	1	5	5	5	5	5	2	0
A1W49MPSJ0LWGU	1	1.9	1.67	2.33	1.8	1.8	10	5
A3RWE2QJ6TL5JN	1	5	5	5	5	5	19	0
AQRLC5QMT9X9R	1	3.5	4.5	0	4.5	5	3	0
A2MSFYR13FESOZ	1	3.875	3.31	3	4.55	4.64	14	0
A1BS1NHHMCEE8Z	1	3.1	3.4	1	4	4	5	0
A19ZFIPGV4XSCX	1	3.7675	3.67	3	4.2	4.2	11	3
A1BKRBAO6BOADJ	1	4.875	4.5	5	5	5	4	0
A1WS067Z3OPZ4V	1	4.5825	3.33	5	5	5	4	0
A3PLN4CA12RNL1	1	4.3	4.2	3	5	5	5	0
A2BCYI0LV8FYP1	1	3.75	5	0	5	5	2	0
A14X7JYJ2RBM79	1	1.25	5	0	0	0	1	0
A2OF1PQLIRJW2T	1	4.705	3.82	5	5	5	12	0
A37Y2NN7EH6MIR	1	3.75	5	0	5	5	2	1
A1BA860I4QJHFT	1	2.825	2.36	2.29	3.36	3.29	22	0
A29FNYZFTFCQ1L	1	2.6775	1.58	2.33	3.4	3.4	12	0
AU9HXYTGV7XZ2	1	5	5	5	5	5	18	0
ACMHOZ7RVSDYL	1	4.79	4.68	4.6	4.93	4.95	87	0
A1ARYHWGG52D8V	1	2.8325	2.31	2.78	3.09	3.15	19	0
A2BRW4CEK8D7GO	1	4.2575	4.08	3	4.95	5	24	0
A2E7AY9FV0CR5L	1	3.9	4.5	1.5	5	4.6	6	0
A2MDSGFS0073LW	1	4.205	3.23	4.09	4.72	4.78	76	0
A3E5DB4N9ZECPD	1	3.895	3.05	3.67	4.13	4.73	21	0
A10ULZPDYV8QYV	1	3.5	5	0	4	5	2	0
A67B8OFMLIRTD	1	3.3275	2	3.67	4.14	3.5	9	0
A2J73WW6CQ60SS	1	2.5625	2.18	1.67	3.8	2.6	16	0
A141BVS79EM5I4	1	4.0225	4.4	3.43	4.35	3.91	23	0
A2KQKIJDIJBL16	1	3.0425	3.54	2.38	3	3.25	61	9
A2GF5ZKFAAI8KB	1	3.345	2.11	5	3.67	2.6	9	0
A1IWCAELIKUG2S	1	4.985	5	5	5	4.94	16	0
A2X0VTUFTKQF3R	1	3.25	3	0	5	5	1	0
A006153821C819I8MVQC9	1	3.81	2.88	5	2.86	4.5	10	0
ALN80XHBXTWRR	1	4.5825	3.33	5	5	5	4	0
A2RY3VMBI83B8P	1	5	5	5	5	5	1	0
A33CXQ9HKBBTDA	1	4.075	3.57	3.86	4.6	4.27	17	1
A11HABGEZWI0OZ	1	4.25	3.21	4.14	4.71	4.94	20	0
A19PNHLUCHJ034	1	3.0825	1.33	1	5	5	7	0
A2TU7SOXKB63P1	1	2.035	2	1	3	2.14	11	0
AWW4USMPUV3JI	1	4.75	4.17	5	4.83	5	6	0
A12PGNNJHGXAGI	1	4.11	4.5	3.4	4.23	4.31	14	0
A2VZU2Q1H3Y2KA	1	2.445	2.62	1.4	2.36	3.4	14	0
A1IZSYKCRCOU17	1	3.75	5	0	5	5	1	0
A1402JAHG9LVEH	1	2.2825	2.71	1	2.71	2.71	9	1
A2XKT7XO57ZS9C	1	3.6025	3.44	3	4.07	3.9	39	0
A3AX0JUXROUMMG	1	0.75	3	0	0	0	2	0
A2P25RGTN9NL93	1	3.72	4.88	0	5	5	8	0
A17GWB9OBLBJV5	1	2.4175	2.83	1	2.67	3.17	6	0
A22MZ8U4HJK2B2	1	4.54	4.6	4	4.78	4.78	20	0
A1BM35NPP0Y6VB	1	4.6525	3.94	5	5	4.67	22	0
AAE8HYZ2P1HCS	1	3.665	3.33	3.55	4.07	3.71	15	0
A1PIAZPU9OQ68N	1	4.5	5	3	5	5	2	0
A36GVQJBSD0AB5	1	3.9725	4.07	3.22	4.46	4.14	39	0
A1HI0VMNBVD5TW	1	3.3575	2.5	2.33	4.4	4.2	10	0
A385N1A6D2NB53	1	3.275	2.18	2.6	4.07	4.25	37	0
A2NUVL0Q9ZVTM7	1	3.75	3.6	3	4.2	4.2	5	0
ADFF41A252H5Z	1	4.27	2.83	4.5	4.75	5	6	0
A3BDJQ24X3I9LF	1	4.9325	4.73	5	5	5	11	0
A2TG63MH5A6MW4	1	4.4375	3.75	4	5	5	4	0
A2FNZCP7W67ZA2	1	4.945	5	5	4.78	5	10	0
A3CXZI2LD4I5UW	1	1.47	1.63	1.1	1.57	1.58	151	3
A3I2ONLD2ZQWH4	1	0.75	3	0	0	0	1	0
A23BI0CZEU4ZJN	1	3.8325	2	3.33	5	5	4	0
A3EN6U75GBXG8T	1	2.9175	1.67	0	5	5	4	0
A15OP6X355VN67	1	1	1	1	1	1	3	1
A1MPL3YJI1LE8G	1	4.3775	4.48	4.03	4.46	4.54	46	0
A1OUPIHT5WH9FM	1	3.45	3.8	0	5	5	5	0
A3BF488GH9XCFO	1	3.5825	4.33	0	5	5	3	0
A3HXCIAG0NQ3K7	1	4.075	4.06	3.77	4.41	4.06	37	0
A33I6WL4EVDOT	1	3.95	2.4	4	4.8	4.6	5	0
A1PWZ3QR4FV7KQ	1	4	5	1	5	5	5	0
A3LAKNWSC026VL	1	4.2575	4.13	3.67	4.73	4.5	17	0
A21OD3Q4LP2ABZ	1	4.5025	4.25	5	4.38	4.38	8	0
A1S00K4T2IGLP	1	3.5	4	0	5	5	1	0
A3KDCQ8D54U95W	1	2.4175	4	1	1.38	3.29	12	0
A1FOM1JFU954FK	1	4.4725	4.44	4.33	4.56	4.56	11	0
A3MUGY4T3SX6ZQ	1	4.585	3.67	5	4.67	5	3	0
A3OE2DVPUYD4G6	1	3.11	3.18	2.43	3.73	3.1	22	0
A1WALZUOJ34ETK	1	3.9475	3.82	2.78	4.65	4.54	47	0
A3BCIY4UKGRZPX	1	2.125	2	1	2.5	3	7	0
A1Y89Y0WFI33I4	1	3.5	4	0	5	5	1	0
AFX1D8GW8BJYM	1	3.1825	3.34	2.13	3.79	3.47	60	2
A2LZAIMDFAAAZA	1	2.48	2.75	1.67	3	2.5	6	0
A1ZD5HTZ97FH5L	1	4.1875	2	5	4.75	5	5	0
A2117XOF7QITKV	1	5	5	5	5	5	8	0
AJ0VOWLXNHPJ	1	3.535	2.54	3.4	3.93	4.27	34	3
AUP8YXWJ9ST75	1	3.1525	2.2	4.67	3.14	2.6	7	0
AL3NNK5BXHWTK	1	3.07	3.71	2	3.71	2.86	23	0
A4CEV0K4URDTQ	1	3.75	5	0	5	5	1	0
AN7FQI295BH7P	1	4.5075	4.63	3.67	5	4.73	16	0
A6789MJJ7CBMA	1	4.0925	4.32	3.6	4.21	4.24	79	20
A30HMRZZ30NPSB	1	2.96	2.75	2.69	3.4	3	29	1
AOZDAKDJ4NZF0	1	4.06	2.53	3.8	4.91	5	17	0
AGVH5GTM7OT89	1	5	5	5	5	5	6	3
ATAFYYO3C89DU	1	3.03	2.79	1.5	3.73	4.1	15	0
ABA0TJ2Y875G3	1	4.48	4.53	3.67	4.86	4.86	31	0
A24J9M8V5SN3Q2	1	5	5	5	5	5	4	0
A25ABNB41T2WDJ	1	5	5	5	5	5	6	0
A1VCTZKBJEOP07	1	3.75	5	0	5	5	2	0
A3FBN75KXAQLSI	1	3.25	3	0	5	5	1	0
AMRB795WLI5MJ	1	0.25	1	0	0	0	2	0
AVNU2IZRVEFXB	1	3.4375	3.75	0	5	5	4	0
A1TH84VBOHSWVA	1	3.8325	3	5	5	2.33	3	0
A3DUUZVC3M4HXU	1	0	0	0	0	0	1	0
A2BUVL3C75KVPV	1	5	5	5	5	5	6	0
A2L9LGO0KXR62P	1	0	0	0	0	0	1	0
A3SAJKJNFOPBUW	1	3	2	0	5	5	1	0
A2BKRN4EL2TI86	1	0.25	0	0	0	1	1	0
A687MKEY2JOMB	1	4.84	4.69	5	4.67	5	13	0
A3GH7IQUL32BNC	1	3.3325	3.33	0	5	5	3	0
AD5IU9W9QRP8Y	1	1	1	1	1	1	1	0
A22ZFD8ETIXR5Z	1	4	3	3	5	5	4	0
A1HKCA91OANU8K	1	0.5	1	1	0	0	4	0
AW6OKFW9O4LL0	1	4.88	4.8	4.89	4.9	4.93	31	0
A1BH2LJQNPE3WA	1	3.15	2.69	2.33	3.33	4.25	37	0
A1CXJ8H4A2DG1A	1	3.5	3	1	5	5	9	0
AB5XGJ80V0YVA	1	3.17	2.89	2.6	3.82	3.37	20	0
A3GPQ9GA44SGEI	1	3.3675	4.67	1	4.67	3.13	8	0
A2BS6QOTQPDYQ1	1	3.65	3.6	1	5	5	5	0
A13A67BLDNNLX0	1	4.9375	4.75	5	5	5	8	0
A36MRBHD1T9RQT	1	3.7075	4.83	0	5	5	6	0
AQEUA417UK6Q0	1	5	5	5	5	5	5	0
A16RP5UO81RNFK	1	2.9775	2.42	2.2	4.17	3.12	28	0
AJVD48XPAQA6T	1	3.4175	5	0	5	3.67	3	0
A166WMTOF8PQCK	1	4.6125	4.19	4.67	4.75	4.84	27	0
A1LRGPPM2HVZEH	1	5	5	5	5	5	1	0
ARN3Y8Y3DSNX3	1	2.5	0	0	5	5	1	0
A3DE1F4QFTTT7R	1	0.25	1	0	0	0	1	0
A2E9GY8WPVQLLH	1	2.1475	1.33	2.33	2.6	2.33	8	1
A2SMST6TWCWR3U	1	4.2075	4	5	4.5	3.33	4	2
AWWVH12PGKLCK	1	1.855	1.86	1	2.43	2.13	9	0
A29DHXNXQ42PO	1	3.6075	3.04	3	4.19	4.2	30	0
AU25G4H1MLIGA	1	3.75	3.91	2.86	4.26	3.97	36	0
A1GN5WHL444UDR	1	4.9525	4.85	5	4.96	5	26	0
AXKBO5V1Y75RL	1	3.7225	3.57	3.33	3.74	4.25	24	0
AE7JBCNF8US46	1	4.065	4	3.67	4.26	4.33	49	15
AOLIY8EYJQT30	1	4	3	3	5	5	1	0
A2BI1DI3OWAC8X	1	2.5625	2.25	0	3	5	5	0
A27YO8GZI2YIVY	1	4.4825	4.33	4.4	5	4.2	6	0
A1F67L2UUSNH70	1	4.75	4	5	5	5	1	0
A2YIYIKIQQUK5G	1	4.02	3.48	3.25	4.71	4.64	23	0
A256GJL6JKFB79	1	4.395	4.42	3.86	4.92	4.38	13	0
A2J71OOX1PW8M4	1	3.2625	3.44	2	3.11	4.5	13	4
A2AVAAOFBMT5A7	1	2.7075	1.5	4	3	2.33	4	0
A3FFT138GZRKXF	1	1	1	1	1	1	2	0
A14A6PJOANLTP5	1	4.875	4.5	5	5	5	9	1
AVO0CU0ZM88MT	1	2.545	2.71	2.33	2.43	2.71	7	0
A330SU74WATUYX	1	1.25	1.5	1	1.5	1	3	0
A11EAP35FNEVN7	1	4.6325	3.8	5	4.87	4.86	22	0
A2TFGM2DHIYB6B	1	4.6175	4.38	4.57	4.8	4.72	56	0
A3SGEMAIL4P80V	1	1	1	1	1	1	2	0
AMS1YB9ZYP9SM	1	4.03	3.43	3.83	4.43	4.43	8	0
A3FMP0PP7KZHY7	1	2.75	1	0	5	5	2	0
A2XHWH40WRYG38	1	2.6925	2.57	2	3.2	3	7	0
A2JZALOX7F4XX9	1	3.75	5	0	5	5	9	0
A151QZ1USQU0B2	1	3.7975	3.91	2.86	4.33	4.09	24	0
A2E7CAM7W465PL	1	3.4175	3.67	0	5	5	3	0
A2YTOX7SEDJ1TC	1	5	5	5	5	5	17	0
ARPUGQAZZWZ0A	1	4.6675	5	5	3.67	5	3	0
A174QMSC0ZRXZT	1	4.45	3.94	4.27	4.84	4.75	38	0
A2J2O5STGCTAH2	1	0	0	0	0	0	1	0
A1KWAD9ECV2X5W	1	3.5	4	0	5	5	1	0
A1PYKYJFJ4ZOUH	1	1.25	1.31	1	1.36	1.33	16	3
A1B8T03Z24Y97B	1	3.605	3.5	3.67	4.25	3	4	0
A1G44QJ5763G37	1	4.75	4	5	5	5	4	0
AHEOQ75N66IRM	1	2.4375	2.75	1	3	3	4	0
A36GMJHM1BWY1A	1	4.685	4.71	4.54	4.56	4.93	69	0
A37I8GGF6ETKZU	1	3.865	4.36	2.84	4.15	4.11	70	0
A1DQVDF7J9ERWL	1	3.375	3	3	4.5	3	2	0
A1HLHHC4KIJB8I	1	4.5025	4.67	4	4.67	4.67	23	0
A383PKHPRRUQX4	1	4.85	4.4	5	5	5	5	0
AVQNI1YHJF1D0	1	3.2225	3.89	1	4	4	9	0
A1DPSOS81SRTXG	1	3.8	4	3	4.2	4	5	0
A34NJKLS08UKFD	1	5	5	5	5	5	2	0
A3B1HX2UPXUQQN	1	3.125	2.5	0	5	5	4	0
A22WZIUWXLJ30D	1	4.73	3.92	5	5	5	12	0
A1J08AVASY85P	1	4.655	4.2	5	4.71	4.71	15	0
A3SD561NK5W3C6	1	3.75	5	0	5	5	6	0
A2B59ZA8UHIST4	1	3.75	5	0	5	5	1	0
A1L4NCD6NQWAOQ	1	4.8675	4.52	5	4.95	5	21	0
A20FY9ZVMIT7BW	1	3.625	4.75	0	4.75	5	5	0
A3EJQE3MYC5O2N	1	3.75	5	0	5	5	5	0
A3GAVAUPTHM0B8	1	3.75	5	0	5	5	4	0
A1OOHJU0IPP89Z	1	2.35	2.5	1.2	2.74	2.96	54	0
A3QBUUYCNAYMMZ	1	4.9175	4.67	5	5	5	4	0
A1RPEITCVSBUQJ	1	4.71	4.45	4.66	4.84	4.89	181	2
A1K09FP8Y5ML05	1	4.025	2.66	4.15	4.62	4.67	59	1
A1THGIZKDKHAXS	1	2.9975	1.5	2.75	3.79	3.95	55	0
